UnitNumber,Time,Setting1,Setting2,Setting3,Sensor1,Sensor2,Sensor3,Sensor4,Sensor5,Sensor6,Sensor7,Sensor8,Sensor9,Sensor10,Sensor11,Sensor12,Sensor13,Sensor14,Sensor15,Sensor16,Sensor17,Sensor18,Sensor19,Sensor20,Sensor21,Binary-Classification,ma-5-Sensor2,sd-5-Sensor2
34,29,0.0049,0.0004,100.0,518.67,642.19,1587.72,1405.95,14.62,21.61,554.04,2388.05,9051.73,1.30,47.52,521.75,2388.04,8135.50,8.4775,0.03,393,2388,100.00,38.89,23.3982,0,642.464,0.2878610776051439
34,30,0.0030,0.0003,100.0,518.67,642.39,1592.08,1413.57,14.62,21.61,554.30,2388.07,9064.83,1.30,47.30,521.87,2388.02,8137.81,8.4225,0.03,394,2388,100.00,38.90,23.3223,0,642.5319999999999,0.21226398658271836
34,31,0.0033,0.0002,100.0,518.67,642.08,1587.70,1406.34,14.62,21.61,553.52,2388.11,9052.28,1.30,47.58,521.41,2388.10,8142.86,8.4347,0.03,392,2388,100.00,38.86,23.4244,0,642.394,0.23567774608559094
34,32,-0.0010,-0.0002,100.0,518.67,642.58,1588.79,1412.95,14.62,21.61,553.53,2388.02,9064.11,1.30,47.57,521.57,2388.06,8138.13,8.4352,0.03,392,2388,100.00,38.95,23.1939,0,642.374,0.21378493866499107
34,33,-0.0023,0.0000,100.0,518.67,642.22,1586.02,1400.52,14.62,21.61,554.39,2388.08,9055.78,1.30,47.33,521.65,2388.08,8142.24,8.4115,0.03,393,2388,100.00,38.79,23.2488,0,642.292,0.17497428382478863
34,34,0.0038,-0.0001,100.0,518.67,642.45,1582.58,1405.64,14.62,21.61,553.91,2388.07,9056.63,1.30,47.37,521.54,2388.07,8137.42,8.4318,0.03,394,2388,100.00,38.80,23.3369,0,642.344,0.17556765077883757
34,35,0.0001,0.0001,100.0,518.67,642.25,1593.06,1404.57,14.62,21.61,552.96,2388.10,9053.50,1.30,47.44,521.29,2388.04,8136.89,8.4296,0.03,393,2388,100.00,38.81,23.4492,0,642.316,0.17715529910223357
34,36,0.0017,-0.0001,100.0,518.67,643.33,1584.04,1399.00,14.62,21.61,555.21,2388.10,9061.85,1.30,47.38,521.95,2388.04,8144.02,8.4243,0.03,392,2388,100.00,39.11,23.3295,0,642.566,0.4042078673158241
34,37,-0.0013,0.0006,100.0,518.67,642.78,1588.01,1407.98,14.62,21.61,553.30,2388.07,9052.47,1.30,47.37,521.76,2388.13,8138.29,8.4321,0.03,393,2388,100.00,38.96,23.2246,0,642.606,0.4134053700667214
34,38,0.0027,0.0002,100.0,518.67,642.81,1592.44,1404.47,14.62,21.61,553.97,2388.05,9062.28,1.30,47.71,521.79,2388.09,8145.18,8.4139,0.03,392,2388,100.00,38.82,23.2971,0,642.724,0.36810867960427457
34,39,0.0048,-0.0004,100.0,518.67,642.52,1585.67,1404.37,14.62,21.61,553.18,2388.02,9060.39,1.30,47.39,521.56,2388.04,8137.56,8.4177,0.03,392,2388,100.00,38.82,23.3361,0,642.738,0.3586307293024529
34,40,-0.0005,-0.0004,100.0,518.67,642.72,1588.38,1400.41,14.62,21.61,553.76,2388.05,9062.51,1.30,47.39,521.49,2388.07,8147.63,8.4386,0.03,393,2388,100.00,38.88,23.3154,0,642.832,0.26873034811872337
34,41,0.0001,0.0003,100.0,518.67,641.78,1588.06,1400.25,14.62,21.61,553.73,2388.02,9055.12,1.30,47.34,521.72,2388.08,8139.01,8.4212,0.03,392,2388,100.00,39.09,23.2734,0,642.5219999999999,0.38452048059888977
34,42,0.0025,0.0006,100.0,518.67,641.57,1587.67,1407.12,14.62,21.61,553.83,2388.07,9061.17,1.30,47.43,521.86,2388.07,8140.84,8.4427,0.03,393,2388,100.00,38.93,23.2725,0,642.28,0.5071883279413898
34,43,0.0032,0.0004,100.0,518.67,642.40,1593.49,1407.26,14.62,21.61,553.64,2388.10,9058.17,1.30,47.41,521.74,2388.07,8139.37,8.4069,0.03,393,2388,100.00,38.96,23.3085,0,642.1980000000001,0.44409008095204455
34,44,0.0016,-0.0002,100.0,518.67,642.74,1579.87,1402.52,14.62,21.61,554.25,2388.08,9059.87,1.30,47.43,521.58,2388.06,8137.86,8.4423,0.03,393,2388,100.00,39.07,23.3093,0,642.242,0.48300724632245134
34,45,0.0047,-0.0001,100.0,518.67,642.90,1579.53,1407.75,14.62,21.61,554.15,2388.10,9060.95,1.30,47.52,521.80,2388.03,8136.11,8.4222,0.03,393,2388,100.00,38.93,23.2076,0,642.278,0.522394486954051
34,46,-0.0002,0.0004,100.0,518.67,642.85,1581.07,1413.07,14.62,21.61,553.68,2388.10,9057.01,1.30,47.42,521.83,2388.13,8142.22,8.4391,0.03,392,2388,100.00,38.85,23.2845,0,642.492,0.4928853822137383
34,47,0.0003,-0.0003,100.0,518.67,642.39,1590.54,1406.22,14.62,21.61,553.94,2388.03,9066.25,1.30,47.34,521.62,2388.06,8141.14,8.4457,0.03,392,2388,100.00,38.96,23.3800,0,642.656,0.21932624102009232
34,48,-0.0028,0.0004,100.0,518.67,642.19,1585.97,1398.02,14.62,21.61,554.22,2388.10,9063.22,1.30,47.60,521.30,2388.09,8141.99,8.3880,0.03,392,2388,100.00,38.87,23.2446,0,642.6139999999999,0.27688264662125717
34,49,-0.0019,0.0001,100.0,518.67,642.19,1592.61,1407.11,14.62,21.60,553.72,2388.10,9051.07,1.30,47.43,521.13,2388.04,8138.07,8.4501,0.03,392,2388,100.00,38.89,23.4083,0,642.504,0.3119999999999783
34,50,0.0010,-0.0001,100.0,518.67,643.10,1586.32,1409.96,14.62,21.61,553.57,2388.08,9062.25,1.30,47.50,521.50,2388.12,8136.43,8.4074,0.03,393,2388,100.00,38.87,23.3150,0,642.544,0.36799999999999083
34,51,0.0022,-0.0001,100.0,518.67,642.32,1585.91,1404.25,14.62,21.61,552.80,2388.02,9068.73,1.30,47.52,521.61,2388.04,8139.62,8.4553,0.03,393,2388,100.00,38.95,23.2841,0,642.438,0.33984702440950265
34,52,0.0006,-0.0004,100.0,518.67,642.74,1586.11,1402.05,14.62,21.61,553.77,2388.06,9058.26,1.30,47.24,521.86,2388.06,8138.45,8.4105,0.03,393,2388,100.00,38.93,23.3873,0,642.508,0.35829596704399086
34,53,0.0009,0.0003,100.0,518.67,642.60,1593.38,1403.11,14.62,21.61,553.14,2388.07,9063.74,1.30,47.39,522.13,2388.08,8145.25,8.4292,0.03,393,2388,100.00,38.93,23.4019,0,642.59,0.321123029382807
34,54,-0.0015,0.0002,100.0,518.67,642.07,1595.68,1410.01,14.62,21.61,553.55,2388.10,9059.59,1.30,47.50,521.57,2388.09,8147.56,8.4226,0.03,394,2388,100.00,38.74,23.2064,0,642.566,0.3530212458195554
34,55,-0.0002,-0.0003,100.0,518.67,642.62,1594.13,1405.19,14.62,21.61,553.49,2388.10,9053.94,1.30,47.48,521.67,2388.10,8140.26,8.4689,0.03,394,2388,100.00,38.90,23.2388,0,642.47,0.24281680337240139
34,56,-0.0042,-0.0002,100.0,518.67,642.31,1589.15,1407.03,14.62,21.61,553.37,2388.06,9065.04,1.30,47.36,521.92,2388.07,8140.82,8.4042,0.03,393,2388,100.00,38.86,23.3543,0,642.4680000000001,0.24408195345006142
34,57,-0.0016,0.0003,100.0,518.67,642.82,1585.10,1401.73,14.62,21.61,553.42,2388.10,9053.93,1.30,47.29,521.27,2388.03,8140.29,8.4528,0.03,392,2388,100.00,38.69,23.2589,0,642.484,0.2632565288839073
34,58,-0.0024,-0.0001,100.0,518.67,642.18,1588.88,1398.02,14.62,21.61,553.90,2388.06,9065.76,1.30,47.34,521.90,2388.06,8140.36,8.4433,0.03,393,2388,100.00,38.88,23.3289,0,642.4,0.2793564031841915
34,59,0.0023,-0.0001,100.0,518.67,642.40,1590.72,1399.68,14.62,21.61,553.86,2388.07,9059.63,1.30,47.37,521.22,2388.07,8144.52,8.3928,0.03,391,2388,100.00,38.79,23.4203,0,642.466,0.22782449385440778
34,60,0.0008,0.0003,100.0,518.67,642.99,1591.46,1401.72,14.62,21.61,552.97,2388.06,9054.11,1.30,47.47,521.71,2388.05,8142.43,8.4031,0.03,394,2388,100.00,38.95,23.3458,0,642.54,0.31080540535843443
34,61,0.0030,-0.0003,100.0,518.67,642.10,1591.23,1406.89,14.62,21.61,553.46,2388.04,9067.36,1.30,47.40,521.75,2388.06,8145.49,8.4243,0.03,393,2388,100.00,38.74,23.3103,0,642.498,0.3506793407088759
34,62,-0.0012,0.0006,100.0,518.67,642.56,1588.10,1407.27,14.62,21.61,553.64,2388.12,9059.44,1.30,47.41,521.65,2388.07,8138.17,8.4354,0.03,393,2388,100.00,38.79,23.3106,0,642.446,0.31670806746908436
34,63,-0.0011,-0.0003,100.0,518.67,643.34,1590.64,1407.10,14.62,21.61,553.94,2388.08,9062.98,1.30,47.64,521.49,2388.09,8144.55,8.4264,0.03,393,2388,100.00,38.89,23.2826,0,642.678,0.43837883160573504
34,64,-0.0022,-0.0001,100.0,518.67,642.97,1581.83,1407.09,14.62,21.61,553.10,2388.13,9055.80,1.30,47.32,521.62,2388.10,8141.82,8.4420,0.03,392,2388,100.00,39.02,23.2584,0,642.792,0.4251776099467238
34,65,0.0003,-0.0003,100.0,518.67,642.40,1586.04,1402.96,14.62,21.61,553.09,2388.08,9058.78,1.30,47.44,521.97,2388.08,8136.47,8.4349,0.03,391,2388,100.00,38.89,23.2628,0,642.6740000000001,0.4355961432336281
34,66,-0.0005,-0.0003,100.0,518.67,642.38,1584.29,1397.86,14.62,21.61,553.67,2388.08,9062.45,1.30,47.44,521.59,2388.07,8141.22,8.4374,0.03,392,2388,100.00,38.68,23.3740,0,642.73,0.37148351242015804
34,67,0.0013,0.0002,100.0,518.67,642.49,1590.73,1405.53,14.62,21.61,554.62,2388.09,9063.96,1.30,47.33,521.51,2388.06,8142.46,8.4049,0.03,394,2388,100.00,38.75,23.4180,0,642.716,0.37887201005090543
34,68,0.0020,0.0001,100.0,518.67,642.88,1586.20,1405.68,14.62,21.61,553.58,2388.08,9057.22,1.30,47.45,521.49,2388.02,8140.92,8.4280,0.03,394,2388,100.00,38.85,23.2545,0,642.624,0.25016794358991185
34,69,-0.0004,0.0001,100.0,518.67,642.94,1591.77,1404.64,14.62,21.61,553.97,2388.07,9058.90,1.30,47.34,522.06,2388.05,8140.16,8.3985,0.03,393,2388,100.00,38.86,23.3099,0,642.618,0.24202479211851108
34,70,-0.0005,0.0000,100.0,518.67,641.92,1598.08,1414.73,14.62,21.61,553.42,2388.08,9060.66,1.30,47.43,521.60,2388.07,8142.78,8.4133,0.03,394,2388,100.00,38.78,23.3579,0,642.522,0.370534748707889
34,71,-0.0021,-0.0000,100.0,518.67,642.49,1586.31,1399.19,14.62,21.61,553.90,2388.07,9054.54,1.30,47.66,521.68,2388.13,8150.68,8.4319,0.03,393,2388,100.00,38.77,23.3140,0,642.5440000000001,0.36466971357657035
34,72,0.0010,-0.0002,100.0,518.67,642.28,1593.62,1406.23,14.62,21.61,552.75,2388.08,9057.63,1.30,47.54,521.63,2388.06,8143.26,8.4236,0.03,393,2388,100.00,38.91,23.2126,0,642.5020000000001,0.38023150842614395
34,73,0.0019,-0.0000,100.0,518.67,642.41,1588.33,1411.60,14.62,21.61,553.61,2388.07,9064.08,1.30,47.33,521.94,2388.07,8146.94,8.4287,0.03,393,2388,100.00,38.73,23.2742,0,642.408,0.32993332659799807
34,74,-0.0006,0.0001,100.0,518.67,642.78,1589.21,1402.95,14.62,21.61,554.46,2388.08,9065.82,1.30,47.37,521.94,2388.07,8141.76,8.4302,0.03,393,2388,100.00,38.79,23.3161,0,642.376,0.2808985582020742
34,75,-0.0022,-0.0001,100.0,518.67,642.08,1594.52,1410.05,14.62,21.61,554.49,2388.04,9068.85,1.30,47.44,521.75,2388.06,8138.57,8.4445,0.03,394,2388,100.00,38.91,23.3479,0,642.408,0.23198275797996765
34,76,-0.0042,0.0006,100.0,518.67,642.58,1587.11,1401.31,14.62,21.61,552.97,2388.07,9064.94,1.30,47.35,521.95,2388.09,8141.75,8.4375,0.03,392,2388,100.00,38.87,23.3270,0,642.426,0.24096472770925376
34,77,0.0009,0.0003,100.0,518.67,642.75,1594.03,1405.09,14.62,21.61,554.07,2388.17,9061.70,1.30,47.40,521.76,2388.04,8142.43,8.4298,0.03,392,2388,100.00,38.68,23.2730,0,642.52,0.25682678987985724
34,78,-0.0007,0.0001,100.0,518.67,642.96,1590.94,1403.74,14.62,21.61,553.81,2388.06,9064.17,1.30,47.44,521.82,2388.10,8143.41,8.4091,0.03,393,2388,100.00,38.77,23.3573,0,642.63,0.30026654825336996
34,79,-0.0025,0.0002,100.0,518.67,642.26,1591.88,1404.20,14.62,21.61,552.70,2388.07,9070.36,1.30,47.55,521.71,2388.10,8139.21,8.4227,0.03,394,2388,100.00,38.80,23.2292,0,642.5260000000001,0.31972488173428243
34,80,0.0034,0.0005,100.0,518.67,643.04,1598.38,1404.13,14.62,21.61,553.71,2388.12,9064.26,1.30,47.67,521.59,2388.09,8138.29,8.4409,0.03,393,2388,100.00,38.89,23.2893,0,642.7180000000001,0.28002856997099107
34,81,0.0030,-0.0002,100.0,518.67,642.49,1582.83,1411.27,14.62,21.61,553.95,2388.06,9066.46,1.30,47.61,522.29,2388.10,8139.31,8.4641,0.03,392,2388,100.00,38.73,23.3494,0,642.7,0.2909982817818684
34,82,0.0028,0.0000,100.0,518.67,642.20,1588.40,1409.52,14.62,21.61,553.53,2388.10,9065.08,1.30,47.48,521.58,2388.02,8143.99,8.4196,0.03,394,2388,100.00,38.73,23.2784,0,642.5899999999999,0.3493994848307487
34,83,-0.0018,0.0006,100.0,518.67,642.78,1597.10,1411.81,14.62,21.61,554.64,2388.09,9058.95,1.30,47.52,521.57,2388.07,8142.37,8.4305,0.03,392,2388,100.00,38.78,23.4206,0,642.5539999999999,0.3172128622864856
34,84,-0.0033,0.0002,100.0,518.67,642.66,1590.94,1407.45,14.62,21.61,553.33,2388.10,9068.49,1.30,47.58,521.30,2388.12,8140.33,8.4280,0.03,391,2388,100.00,38.88,23.2912,0,642.634,0.281396517391356
34,85,0.0028,-0.0002,100.0,518.67,642.91,1591.24,1413.17,14.62,21.61,552.67,2388.06,9067.16,1.30,47.55,521.62,2388.09,8139.69,8.4133,0.03,393,2388,100.00,38.80,23.3607,0,642.608,0.24652788888883498
34,86,0.0002,-0.0003,100.0,518.67,642.93,1593.41,1404.76,14.62,21.61,553.08,2388.03,9061.23,1.30,47.55,521.17,2388.11,8144.34,8.4346,0.03,393,2388,100.00,38.81,23.3333,0,642.6959999999999,0.2664282267327978
34,87,0.0005,0.0002,100.0,518.67,642.27,1587.08,1399.25,14.62,21.61,553.65,2388.07,9057.03,1.30,47.45,521.74,2388.08,8147.82,8.4464,0.03,394,2388,100.00,38.80,23.3282,0,642.7099999999999,0.24058262613912113
34,88,0.0042,0.0006,100.0,518.67,642.04,1586.72,1409.98,14.62,21.61,553.07,2388.05,9063.23,1.30,47.45,521.93,2388.07,8143.71,8.4273,0.03,393,2388,100.00,38.97,23.3775,0,642.562,0.3532364647088359
34,89,0.0006,0.0001,100.0,518.67,642.87,1587.07,1410.57,14.62,21.61,553.01,2388.11,9065.22,1.30,47.46,521.01,2388.12,8143.09,8.4264,0.03,394,2388,100.00,38.76,23.4224,0,642.6039999999999,0.3742512525029151
34,90,-0.0009,-0.0003,100.0,518.67,643.01,1585.65,1407.77,14.62,21.61,553.99,2388.10,9066.19,1.30,47.48,521.27,2388.08,8148.40,8.4146,0.03,393,2388,100.00,38.90,23.3544,0,642.624,0.39230600301295926
34,91,-0.0001,0.0003,100.0,518.67,642.17,1585.98,1406.98,14.62,21.61,553.32,2388.07,9062.96,1.30,47.76,521.94,2388.07,8147.51,8.4306,0.03,394,2388,100.00,38.83,23.4003,0,642.472,0.39153033088128875
34,92,-0.0043,0.0005,100.0,518.67,642.33,1585.98,1407.92,14.62,21.61,553.48,2388.07,9067.05,1.30,47.50,521.46,2388.00,8147.87,8.4290,0.03,393,2388,100.00,38.73,23.2569,0,642.4839999999999,0.3860362677262434
34,93,0.0057,0.0003,100.0,518.67,642.27,1584.96,1413.55,14.62,21.61,553.30,2388.12,9070.81,1.30,47.34,521.77,2388.02,8147.38,8.4549,0.03,395,2388,100.00,38.74,23.2180,0,642.53,0.3415259872981899
34,94,-0.0019,0.0002,100.0,518.67,642.12,1588.32,1410.49,14.62,21.61,553.27,2388.08,9073.59,1.30,47.53,521.85,2388.00,8138.85,8.4165,0.03,392,2388,100.00,38.93,23.2349,0,642.3799999999999,0.32348106590649267
34,95,0.0013,-0.0003,100.0,518.67,643.00,1589.67,1405.43,14.62,21.61,553.95,2388.00,9064.19,1.30,47.43,521.45,2388.09,8146.89,8.4370,0.03,393,2388,100.00,38.82,23.3666,0,642.3779999999999,0.3195872337875888
34,96,-0.0000,0.0005,100.0,518.67,642.32,1591.40,1408.72,14.62,21.61,553.36,2388.05,9071.29,1.30,47.43,521.81,2388.04,8140.98,8.4093,0.03,394,2388,100.00,38.79,23.3088,0,642.408,0.30537845372586037
34,97,0.0032,0.0003,100.0,518.67,642.39,1589.47,1412.55,14.62,21.61,553.68,2388.03,9066.36,1.30,47.43,521.37,2388.08,8144.26,8.4534,0.03,393,2388,100.00,38.92,23.2416,0,642.42,0.30324907254598277
34,98,0.0032,-0.0001,100.0,518.67,642.56,1591.00,1408.27,14.62,21.61,553.66,2388.10,9060.41,1.30,47.42,521.09,2388.08,8140.63,8.4414,0.03,394,2388,100.00,38.71,23.2201,0,642.478,0.2966749062526099
34,99,-0.0000,-0.0003,100.0,518.67,642.43,1587.86,1404.24,14.62,21.61,553.28,2388.11,9069.36,1.30,47.42,522.19,2388.07,8148.20,8.4527,0.03,392,2388,100.00,38.93,23.3279,0,642.54,0.24289915602981865
34,100,0.0011,0.0004,100.0,518.67,643.23,1588.09,1410.34,14.62,21.61,553.75,2388.02,9068.80,1.30,47.60,522.00,2388.06,8152.58,8.4700,0.03,393,2388,100.00,38.68,23.3118,0,642.586,0.3313366867704271
34,101,0.0011,-0.0003,100.0,518.67,642.40,1590.50,1415.84,14.62,21.61,552.62,2388.06,9068.28,1.30,47.50,521.29,2388.12,8147.03,8.4784,0.03,394,2388,100.00,38.93,23.3211,0,642.602,0.3198374587192874
34,102,0.0014,0.0005,100.0,518.67,643.24,1595.19,1401.75,14.62,21.61,553.10,2388.05,9065.03,1.30,47.74,521.37,2388.06,8149.31,8.4333,0.03,392,2388,100.00,38.80,23.3329,0,642.7719999999999,0.38185861257803244
34,103,-0.0012,0.0002,100.0,518.67,642.88,1588.28,1406.05,14.62,21.61,553.76,2388.05,9059.60,1.30,47.49,521.19,2388.09,8142.01,8.4568,0.03,392,2388,100.00,38.98,23.2256,0,642.836,0.3675105440664476
34,104,0.0026,-0.0001,100.0,518.67,642.63,1587.95,1411.39,14.62,21.61,552.92,2388.08,9065.82,1.30,47.63,521.38,2388.09,8142.93,8.4220,0.03,393,2388,100.00,38.74,23.2705,0,642.876,0.33012724819379674
34,105,0.0006,0.0001,100.0,518.67,642.86,1592.18,1413.81,14.62,21.61,553.22,2388.08,9065.37,1.30,47.62,521.39,2388.09,8144.35,8.4337,0.03,393,2388,100.00,38.68,23.2611,0,642.802,0.2801713761254096
34,106,-0.0034,0.0004,100.0,518.67,643.05,1595.62,1408.83,14.62,21.61,553.27,2388.07,9076.74,1.30,47.50,520.84,2388.11,8144.17,8.4548,0.03,392,2388,100.00,38.82,23.3410,0,642.932,0.203901937214925
34,107,0.0015,-0.0002,100.0,518.67,642.75,1594.66,1411.37,14.62,21.61,553.69,2388.10,9065.19,1.30,47.60,521.33,2388.11,8148.43,8.4100,0.03,392,2388,100.00,38.83,23.1518,0,642.8340000000001,0.14008568806268717
34,108,0.0035,0.0004,100.0,518.67,642.71,1590.01,1401.82,14.62,21.61,553.24,2388.12,9070.67,1.30,47.44,521.53,2388.15,8145.15,8.4084,0.03,394,2388,100.00,38.70,23.2632,0,642.8,0.14532721699666162
34,109,-0.0012,-0.0004,100.0,518.67,642.47,1587.34,1402.53,14.62,21.61,553.19,2388.11,9067.14,1.30,47.53,521.70,2388.06,8145.41,8.4547,0.03,393,2388,100.00,38.82,23.1446,0,642.768,0.18998947339258374
34,110,0.0024,-0.0000,100.0,518.67,642.92,1595.45,1403.20,14.62,21.61,552.90,2388.06,9073.36,1.30,47.46,521.25,2388.06,8148.33,8.4324,0.03,393,2388,100.00,38.88,23.2356,0,642.78,0.19718012070183039
34,111,0.0010,0.0003,100.0,518.67,642.67,1594.25,1406.57,14.62,21.61,552.62,2388.10,9075.09,1.30,47.51,521.46,2388.10,8149.33,8.4700,0.03,393,2388,100.00,38.96,23.1901,0,642.704,0.14472042012098554
34,112,0.0010,0.0004,100.0,518.67,642.20,1591.06,1410.34,14.62,21.61,553.65,2388.13,9071.46,1.30,47.64,521.86,2388.07,8150.18,8.4176,0.03,393,2388,100.00,38.92,23.2321,0,642.594,0.24335981591048794
34,113,-0.0004,0.0004,100.0,518.67,642.50,1586.36,1414.49,14.62,21.61,553.21,2388.03,9072.80,1.30,47.62,521.13,2388.10,8144.65,8.4723,0.03,394,2388,100.00,38.70,23.3738,0,642.552,0.23777300099040835
34,114,0.0033,-0.0000,100.0,518.67,642.58,1594.94,1411.57,14.62,21.61,553.45,2388.10,9072.99,1.30,47.57,521.21,2388.02,8148.42,8.4354,0.03,392,2388,100.00,38.66,23.3156,0,642.574,0.2342306555512879
34,115,0.0018,0.0002,100.0,518.67,642.17,1588.34,1411.36,14.62,21.61,553.72,2388.12,9076.91,1.30,47.40,521.74,2388.06,8148.07,8.4453,0.03,394,2388,100.00,38.73,23.3623,0,642.424,0.20264254242384203
34,116,0.0014,0.0004,100.0,518.67,642.77,1589.00,1404.91,14.62,21.61,553.69,2388.07,9078.16,1.30,47.48,521.52,2388.11,8154.40,8.4516,0.03,394,2388,100.00,38.92,23.2053,0,642.4440000000001,0.22913751329714632
34,117,0.0010,-0.0000,100.0,518.67,642.89,1587.05,1407.67,14.62,21.61,554.07,2388.03,9069.94,1.30,47.49,521.19,2388.07,8148.84,8.4173,0.03,393,2388,100.00,38.71,23.2901,0,642.582,0.24766105870726562
34,118,-0.0018,0.0001,100.0,518.67,642.34,1587.17,1413.98,14.62,21.61,553.25,2388.10,9078.15,1.30,47.40,521.03,2388.04,8147.59,8.4525,0.03,392,2388,100.00,38.82,23.3310,0,642.55,0.2658571044753188
34,119,0.0029,0.0001,100.0,518.67,642.80,1589.61,1406.24,14.62,21.61,553.78,2388.07,9070.58,1.30,47.54,521.15,2388.09,8149.37,8.4605,0.03,394,2388,100.00,38.63,23.2639,0,642.594,0.2847174037532603
34,120,-0.0008,-0.0001,100.0,518.67,642.90,1588.23,1411.91,14.62,21.61,553.78,2388.09,9073.56,1.30,47.53,521.09,2388.08,8156.12,8.4694,0.03,394,2388,100.00,38.76,23.2153,0,642.74,0.20620378270049103
34,121,-0.0017,0.0005,100.0,518.67,642.94,1594.26,1404.87,14.62,21.61,553.55,2388.12,9075.59,1.30,47.51,521.33,2388.15,8147.50,8.4411,0.03,395,2388,100.00,38.98,23.3351,0,642.774,0.22177466041005642
34,122,0.0008,0.0004,100.0,518.67,643.33,1590.47,1405.90,14.62,21.61,553.41,2388.14,9078.05,1.30,47.64,521.26,2388.06,8149.53,8.4579,0.03,394,2388,100.00,38.94,23.2889,0,642.862,0.3171371942866423
34,123,0.0028,0.0004,100.0,518.67,642.86,1593.34,1404.13,14.62,21.61,553.83,2388.11,9069.99,1.30,47.55,521.49,2388.11,8149.89,8.4807,0.03,394,2388,100.00,38.62,23.1041,0,642.966,0.1877871135089105
34,124,-0.0054,-0.0004,100.0,518.67,642.59,1599.05,1407.12,14.62,21.61,552.65,2388.16,9078.77,1.30,47.48,521.27,2388.12,8149.39,8.4463,0.03,393,2388,100.00,38.88,23.3437,0,642.9240000000001,0.23720033726789388
34,125,0.0013,0.0004,100.0,518.67,642.60,1586.42,1415.65,14.62,21.61,552.38,2388.07,9071.16,1.30,47.56,521.30,2388.06,8156.92,8.4469,0.03,393,2388,100.00,38.91,23.1779,0,642.864,0.2711899703160192
34,126,-0.0025,-0.0003,100.0,518.67,642.50,1595.22,1407.99,14.62,21.61,553.70,2388.04,9077.15,1.30,47.48,521.06,2388.03,8152.88,8.4540,0.03,395,2388,100.00,38.90,23.3216,0,642.7760000000001,0.3019006459085597
34,127,-0.0027,0.0005,100.0,518.67,642.24,1595.09,1410.51,14.62,21.61,552.94,2388.07,9085.29,1.30,47.53,521.30,2388.11,8151.79,8.4298,0.03,392,2388,100.00,38.83,23.2812,0,642.558,0.19923855048659958
34,128,-0.0031,-0.0001,100.0,518.67,642.85,1597.51,1414.31,14.62,21.61,552.44,2388.08,9072.89,1.30,47.73,521.36,2388.12,8154.11,8.4636,0.03,393,2388,100.00,38.79,23.2286,0,642.556,0.19622436138258256
34,129,-0.0002,0.0001,100.0,518.67,642.57,1587.44,1416.40,14.62,21.61,553.63,2388.11,9084.62,1.30,47.60,521.13,2388.09,8150.92,8.4601,0.03,392,2388,100.00,38.75,23.2974,0,642.552,0.19569363811836696
34,130,0.0029,-0.0003,100.0,518.67,643.10,1589.41,1413.81,14.62,21.61,553.03,2388.14,9081.13,1.30,47.48,521.37,2388.11,8158.11,8.4386,0.03,394,2388,100.00,39.16,23.2703,0,642.652,0.2964725956981568
34,131,0.0003,-0.0000,100.0,518.67,642.88,1591.29,1410.87,14.62,21.61,553.38,2388.07,9079.25,1.30,47.46,521.59,2388.09,8162.95,8.4702,0.03,393,2388,100.00,38.63,23.1323,0,642.7280000000001,0.296472595698151
34,132,0.0011,0.0004,100.0,518.67,642.52,1598.77,1413.76,14.62,21.61,552.39,2388.08,9075.98,1.30,47.53,521.33,2388.11,8154.85,8.4610,0.03,395,2388,100.00,38.78,23.3150,0,642.784,0.21397196077991373
34,133,0.0006,0.0000,100.0,518.67,642.39,1595.60,1416.64,14.62,21.61,553.05,2388.10,9082.99,1.30,47.72,520.97,2388.10,8157.08,8.4620,0.03,395,2388,100.00,38.84,23.2767,0,642.692,0.2597999230177019
34,134,-0.0012,-0.0001,100.0,518.67,643.16,1593.07,1415.95,14.62,21.61,553.47,2388.08,9081.04,1.30,47.56,520.54,2388.09,8155.83,8.4564,0.03,393,2388,100.00,38.78,23.2685,0,642.81,0.3072458299147483
34,135,0.0001,0.0004,100.0,518.67,642.74,1592.84,1409.06,14.62,21.61,552.57,2388.10,9078.56,1.30,47.56,520.95,2388.09,8152.35,8.4526,0.03,394,2388,100.00,38.98,23.2760,0,642.7379999999999,0.27088004725338827
34,136,-0.0021,0.0002,100.0,518.67,642.56,1594.72,1412.12,14.62,21.61,552.90,2388.09,9085.20,1.30,47.65,521.45,2388.08,8154.28,8.4578,0.03,396,2388,100.00,38.60,23.3061,0,642.6739999999999,0.2675518641310488
34,137,-0.0009,0.0001,100.0,518.67,642.59,1590.82,1406.06,14.62,21.61,553.19,2388.11,9078.28,1.30,47.37,520.84,2388.10,8158.69,8.4572,0.03,394,2388,100.00,38.75,23.2107,0,642.688,0.26087544920899963
34,138,-0.0011,0.0003,100.0,518.67,643.00,1595.74,1406.22,14.62,21.61,553.19,2388.08,9076.15,1.30,47.63,521.14,2388.10,8153.67,8.4546,0.03,393,2388,100.00,38.80,23.2919,0,642.8100000000001,0.23426480742953676
34,139,0.0004,-0.0001,100.0,518.67,642.77,1598.47,1411.32,14.62,21.61,552.86,2388.11,9078.56,1.30,47.67,520.57,2388.05,8157.22,8.4703,0.03,393,2388,100.00,38.71,23.3597,0,642.732,0.1568948692596469
